,expected_n_aftershocks,gen_0_parent,generation,is_background,latitude,longitude,magnitude,n_aftershocks,parent,time,current_rate,distance_range_squared,source_to_end_time_distance,pos_source_to_start_time_distance,dice,p_detected,detected
11044,16.755030208483323,2460,2,False,52.06369947546145,116.40774779683234,4.8,20,7478,1977-04-24 13:22:49.040059600,0.6872570457705,16071.661300914317,15591.442487962273,0.0,0.24743322459294914,0.9999909035038916,True
13540,0.5104917131232241,2460,3,False,52.031087703820354,116.39512869331298,3.1,0,11044,1977-04-24 13:31:20.033592400,40.88918771189383,140.06316190615908,15591.436573685274,0.0,0.8345817880245906,0.9663631234162371,True
13541,0.2333796892158628,2460,3,False,52.06269397430842,116.4093510394318,2.7,0,11044,1977-04-24 13:50:32.558011600,20.53520795267921,48.364463817308625,15591.423234282272,0.0,0.271009878641138,0.9442306361838634,True
13545,0.48783637768464727,2460,3,False,52.05745986443961,116.41100586744679,3.1,0,11044,1977-04-24 14:11:40.117810000,14.100970957711876,131.6865020430072,15591.408563451274,0.0,0.5300021419671599,0.9882698079880027,True
13526,0.2390225116690538,2460,3,False,52.08278211383219,116.3981124357049,2.7,2,11044,1977-04-24 15:05:38.215109200,8.109301821821864,49.95996130148512,15591.371085473274,0.0,0.4692259817174148,0.9775937121416783,True
13543,0.15067320874862777,2460,3,False,52.073575514826935,116.3882243591092,2.5,0,11044,1977-04-24 17:13:12.875467600,4.08917674158391,26.69130949425246,15591.282489867273,0.0,0.024441172568697267,0.9693676319782683,True
13532,0.19579134384115104,2460,3,False,52.09622361229663,116.33030225106931,2.6,0,11044,1977-04-24 17:22:02.546174800,6.698613259932366,38.09888311195585,15591.276359419275,0.0,0.02101291211824996,0.9723298522305809,True
13533,4.093351106951824,2460,3,False,52.04350798407313,116.41466191626094,4.1,0,11044,1977-04-25 03:58:35.491214800,1.2238249252347533,2368.936328513711,15590.834311444272,0.0,0.6746957229632302,0.9999141450578914,True
15121,0.20523633393374838,2460,4,False,52.07814747781177,116.39504033717527,2.6,0,13526,1977-04-25 08:08:38.427941200,1.9780299681899196,40.617080532773144,15590.660666343274,0.0,0.42266105814783417,0.9917483581369343,True
2461,0.3253501665612095,2461,0,True,39.51068416545138,123.11534555960343,2.8,0,0,1977-04-25 19:03:38.355933000,0.0005352266378739343,75.95305203682135,15590.20580606559,0.0,0.10331299132086313,0.9999989352284291,True
13534,0.33344538487270264,2460,3,False,52.06610920679846,116.42377255866982,2.9,0,11044,1977-04-26 13:10:23.644190800,0.5716362403324381,78.53182492570849,15589.451115229274,0.0,0.6806191924403605,0.9991633120444439,True
13544,0.3610888580146704,2460,3,False,52.0547268647213,116.37824719330865,2.9,0,11044,1977-04-27 03:09:52.959374800,0.5318619325919011,87.50567719379839,15588.868137044272,0.0,0.8200184339050296,0.9992215059180337,True
19491,0.16104292219641084,1327,9,False,54.31503289920656,112.99605022085612,2.5,0,18971,1977-04-27 05:50:09.212355800,0.11240317878620025,29.217218904733812,15588.756837819956,0.0,0.8440225325426094,0.999145177741657,True
2462,0.3258537438556589,2462,0,True,43.19377116513171,126.78056150414747,2.9,2,0,1977-04-29 11:16:44.029021000,0.0005346175496547984,76.11280483763771,15586.530045960406,0.0,0.6937276289295374,0.9999992171680328,True
13530,0.1757216629163354,2460,3,False,52.07536958204806,116.43352354793566,2.5,0,11044,1977-04-30 12:15:10.967016400,0.22068770147408512,32.89309839876128,15585.489456400273,0.0,0.06997139369604155,0.9983223687758749,True
13536,0.9139186521290571,2460,3,False,52.084592436748,116.41681758034636,3.4,1,11044,1977-04-30 22:38:44.591227600,0.2848159132221484,308.9730152587406,15585.056428342272,0.0,0.09115692769705963,0.9998901290106225,True
7415,0.15744783320714525,2437,1,False,49.328700741882486,110.10720868604237,2.5,1,2437,1977-05-01 18:20:45.630792000,0.04539065673787101,28.334698582447853,15584.235582976946,0.0,0.5148893633928147,0.999654717636633,True
11016,0.3326391736282546,2437,2,False,49.325616200143436,110.09747445539826,2.9,1,7415,1977-05-01 18:38:26.355902400,1.7969580047664997,78.2739855992548,15584.223306065944,0.0,0.3108611153317432,0.9973722006952062,True
13501,0.18975264466357794,2437,3,False,49.33759839664443,110.10590526773088,2.6,0,11016,1977-05-02 06:52:07.349524800,0.18889080803601793,36.511411798731494,15583.713803824945,0.0,0.9807526162888248,0.999209058190863,True
13529,0.5503533763853234,2460,3,False,52.03092789886937,116.40413032212834,3.1,3,11044,1977-05-05 11:34:09.455554000,0.147707923379251,155.1257043580781,15580.517946116273,0.0,0.41240434969798,0.9998764073133481,True
15124,0.15707614483974203,2460,4,False,52.02993767211748,116.39809136909469,2.5,0,13529,1977-05-05 11:47:23.229547600,4.555482444429809,28.243865373102953,15580.508758917274,0.0,0.7004236419532537,0.9659346462287722,True
2463,0.17902843302848961,2463,0,True,37.89952824215648,101.73025916594374,2.6,1,0,1977-05-06 02:44:37.008635000,0.0006954367530650707,33.736837038908114,15579.88568277043,0.0,0.3670395935478209,0.99999708685218,True
18296,0.19515228907606455,1767,7,False,35.30193840359754,115.43113423612206,2.6,0,17233,1977-05-07 21:22:26.091517199,0.0290981166152812,37.930045121407545,15578.10942023707,0.0,0.7353799961886905,0.9998781167775175,True
19485,0.18241763599002822,1327,9,False,54.30779091844593,112.93402623348088,2.6,0,18971,1977-05-08 17:11:17.127834200,0.06036632570681222,34.60742583253919,15577.283829538957,0.0,0.9810012616889313,0.9997471602516839,True
16079,0.16689043937624912,1767,5,False,35.08639099045007,115.59459738825177,2.5,0,14777,1977-05-09 00:05:44.763987600,0.013915543820498021,30.667768719668285,15576.996009676068,0.0,0.3950377395241311,0.9998941331208535,True
2464,0.18959513872049882,2464,0,True,28.96587482123237,105.31826679507391,2.6,1,0,1977-05-12 20:59:35.214122000,0.0005324044959559595,36.47024559720362,15573.125286873588,0.0,0.41580554171686046,0.9999977697849308,True
7481,0.1504114353871511,2464,1,False,28.952033521315233,105.29178790315389,2.5,0,2464,1977-05-12 21:42:58.115901200,0.8883599362291348,26.628331088202337,15573.095160695588,0.0,0.021979546714806175,0.993263953980369,True
19495,0.4330201171000135,1327,9,False,54.322715240774535,112.99252689244824,3.0,2,18971,1977-05-15 08:17:32.285447000,0.05492362440696738,111.99940042014012,15570.654487436957,0.0,0.3728584427780851,0.9999396046829049,True
2465,0.2599850506952726,2465,0,True,27.877647000365652,138.54464605327138,2.7,1,0,1977-05-15 22:37:39.793099000,1e-08,56.004286086235766,15570.057178320614,0.0,0.006443748606799415,0.9999999999720554,True
19844,0.22046002995616215,1327,10,False,54.32221588526727,112.99585344408618,2.7,0,19495,1977-05-16 05:07:54.522858200,0.11551759002221071,44.76367237743104,15569.786174503955,0.0,0.19789277003769246,0.9996772427706866,True
15126,0.2147586285141847,2460,4,False,52.02759287945146,116.39673802211107,2.6,0,13529,1977-05-17 23:19:27.871771600,0.07236004303298917,43.198306724034616,15568.028149632273,0.0,0.9995188906078994,0.9996969330949272,True
16113,1.136075463874405,1977,5,False,23.86391570517798,118.18055473301649,3.5,3,14819,1977-05-18 01:44:17.100045399,0.005083510431432554,415.241444544322,15567.927579860587,0.0,0.8078920657429196,0.9999984713494652,True
17285,0.5368517797552201,1977,6,False,23.864103783109865,118.1605006213389,3.1,0,16113,1977-05-18 06:13:28.595603799,0.44882077080065347,149.97850899419814,15567.740641254586,0.0,0.7665632456363707,0.9996245023564011,True
12995,0.29255568390857545,1977,3,False,23.777813731232172,118.07517158746094,2.8,0,10478,1977-05-21 03:21:19.330279000,0.04081191338265221,65.74450954296688,15564.860192936587,0.0,0.39374695905653667,0.9999188126652364,True
2466,0.19213282543141885,2466,0,True,33.81186599102534,120.10318723674658,2.6,0,0,1977-05-22 21:35:50.848783000,0.0005307577276195588,37.13499052149715,15563.100105916863,0.0,0.3135240622367166,0.999997776683151,True
7392,0.3117506827886806,2405,1,False,34.69396913279192,135.00533450296578,2.8,0,2405,1977-05-25 17:58:11.159053800,0.00029587321512151245,71.6726157415041,15560.251259733173,0.0,0.8167601223831615,0.9999994113942753,True
2467,0.5382993436645693,2467,0,True,44.74900896600717,125.42487730310356,3.1,1,0,1977-05-25 23:57:07.911527000,0.000560231577393842,150.52816354978793,15560.001991764735,0.0,0.13487823440029278,0.9999995312046426,True
10176,0.24206366497685516,1767,2,False,35.41472828990477,115.53081018606564,2.7,0,6682,1977-05-27 07:44:46.206954000,0.016660727240871778,50.82547917874632,15558.677242975069,0.0,0.048702321680993754,0.9999534433418883,True
10572,0.18856249287853039,2217,2,False,23.925430636973662,103.5732284631246,2.6,0,7306,1977-06-01 03:09:28.789530000,0.00014792211725465513,36.200654307044104,15553.868416787845,0.0,0.4945352598200202,0.9999993803613547,True
7400,0.18133129523857056,2421,1,False,43.78298775598848,132.93284015788686,2.6,0,2421,1977-06-01 09:23:27.044071400,0.00013733437914635374,34.32773915923814,15553.608714767692,0.0,0.6524199448989522,0.9999994247128684,True
2468,0.17256724044851102,2468,0,True,39.705986178429285,105.64127775938401,2.5,0,0,1977-06-03 02:18:04.210981000,0.0005289270119947807,32.093518609025885,15551.90411792846,0.0,0.7498377190794386,0.9999959758163701,True
15113,0.17535977224833477,2437,4,False,49.16349320371951,110.10596100991701,2.5,0,13507,1977-06-05 06:37:50.791329600,0.03771739224123754,32.801103418662734,15549.723717692945,0.0,0.16250124374368147,0.9997130790475516,True
6996,0.21857546007804393,1767,1,False,35.42552583336199,115.64869219069487,2.7,0,1767,1977-06-06 09:08:23.978624400,0.01028303118419134,44.24462315323332,15548.619166914068,0.0,0.7128342581761491,0.9999712648897973,True
2469,0.3318989183763204,2469,0,True,35.40481368621233,129.77970245731476,2.9,0,0,1977-06-08 16:53:09.004955000,0.0005280133712391812,78.03743727165123,15546.296423553764,0.0,0.10967711871530894,0.9999992268384224,True
2470,0.2601987962544651,2470,0,True,46.35742798303955,115.6502115178159,2.7,0,0,1977-06-11 14:45:34.852607000,0.0016065189187610491,56.066846797862716,15543.385013280013,0.0,0.49862419980842043,0.999995510656635,True
18100,0.17981741502533988,764,7,False,56.81989254355798,125.54753484397295,2.6,0,16991,1977-06-11 20:31:44.462386800,0.003522751517520929,33.93898054194569,15543.144624277931,0.0,0.4936840899963344,0.9999852434673779,True
2471,0.16167282219966883,2471,0,True,33.7187101776314,109.16256749733714,2.5,0,0,1977-06-15 14:25:01.886710000,0.0005268926551697893,29.37257943463495,15539.399283718634,0.0,0.4574628523552815,0.9999959912941371,True
15109,0.32084683130878944,2437,4,False,49.22091288423849,110.16652748144578,2.8,0,13495,1977-06-17 10:33:31.843041599,0.04148795389787406,74.52838287957158,15537.560048112946,0.0,0.5919547065053203,0.9999174678700998,True
2472,0.38574646279600955,2472,0,True,57.536722541016715,115.94080364072326,2.9,1,0,1977-06-20 09:18:00.510186000,1e-08,95.72148273070226,15534.61249409507,0.0,0.6305102262369435,0.9999999999853572,True
2473,0.1634156940806572,2473,0,True,28.40423360582191,138.16029036468086,2.5,0,0,1977-06-20 09:27:58.569205000,1e-08,29.803576953585296,15534.605572115683,0.0,0.026940177843704838,0.9999999999239179,True
7484,0.2541508393747387,2472,1,False,57.53377118994663,115.94274927355961,2.7,1,2472,1977-06-20 09:36:42.625866000,2.7254300520499006,54.30383687033089,15534.59950664507,0.0,0.8186826352541887,0.9924128227936706,True
11045,0.49101358790070276,2472,2,False,57.54185069553564,115.94226387388578,3.1,2,7484,1977-06-21 14:41:33.247011600,0.07675825478405648,132.85300750085926,15533.38780964107,0.0,0.9153764783324068,0.9999357716205869,True
15774,0.2801716712911932,1327,5,False,54.248599132704804,113.05811206273181,2.8,0,14462,1977-06-23 01:47:16.871542999,0.025095136729785007,61.99269524419974,15531.925499171955,0.0,0.033727924232372586,0.9999500773438641,True
13531,0.31842011943787185,2460,3,False,52.0532502147747,116.58743587882971,2.8,0,11044,1977-06-24 06:33:58.819570000,0.016202106454266618,73.76363256177584,15530.726402551274,0.0,0.6343765313136075,0.99996776828304,True
19833,0.2348983226089332,1327,10,False,54.27583265179432,113.0359916526983,2.7,0,19482,1977-06-24 23:25:14.514128600,0.05092415297658287,48.79250895386714,15530.024137567956,0.0,0.4675971477764299,0.9998577045978984,True
13517,0.15054146140906763,2437,3,False,49.21109085615704,110.12328607056905,2.5,0,11018,1977-06-27 07:18:32.839118400,0.045068325365189774,26.659608323126864,15527.695453250944,0.0,0.18439451709924426,0.9996571691600571,True
2474,0.4230622830378567,2474,0,True,55.14655203148382,121.40366479133611,3.0,1,0,1977-06-28 21:44:43.734243000,9.409587990044649e-05,108.51492612942937,15526.093938261076,0.0,0.46720345902867644,0.9999998965268245,True
14775,0.3007341511800459,1767,4,False,35.29863001182824,115.46668562832296,2.8,0,12970,1977-06-29 18:33:03.426474000,0.025572532513354514,68.25378725897794,15525.22704367507,0.0,0.3627911915911425,0.9999491276674558,True
7485,0.17159813911319083,2474,1,False,55.15598674394215,121.4105039590376,2.5,0,2474,1977-06-30 02:08:23.148291000,0.04630890808433467,31.848917782378365,15524.910843191075,0.0,0.5944599498726519,0.999647733817334,True
19478,0.7482636580826136,1327,9,False,54.284206954661975,112.96594856514673,3.3,0,18971,1977-07-01 06:19:47.622954200,0.038657391186387884,235.46627502241117,15523.736254363956,0.0,0.8659966222535534,0.9999807989045115,True
16108,0.2873223270289122,1977,5,False,23.844603234358573,118.06164907113146,2.8,0,14810,1977-07-02 14:49:12.727005400,0.013422585900534315,64.1519388552833,15522.382491585586,0.0,0.8496420327976877,0.9999732976581185,True
2475,0.15363389178086798,2475,0,True,29.60886741936079,116.97725181936067,2.5,0,0,1977-07-02 17:45:28.377728000,0.0005241219974464943,27.40632292620832,15522.26008822074,0.0,0.8329387954403409,0.9999960123738192,True
2476,0.14628747113645985,2476,0,True,55.74700437281343,117.8811907436938,2.5,1,0,1977-07-09 01:39:12.734729000,1e-08,25.641385651002153,15515.931102607303,0.0,0.29459002337893125,0.9999999999239179,True
2477,0.5958984235620983,2477,0,True,32.79215904155793,117.36333618586424,3.2,1,0,1977-07-11 01:32:33.946053000,0.0007643959964832795,172.8201822067796,15513.935718216977,0.0,0.17934113503291726,0.9999995088033853,True
2478,0.7878079243198493,2478,0,True,29.167082496688074,133.23799241007373,3.3,0,0,1977-07-13 20:03:39.316619000,1e-08,252.53005307824327,15511.164128279872,0.0,0.06146446127711247,0.999999999995033,True
19487,0.7544826305309719,1327,9,False,54.29450347738278,112.99627795670683,3.3,2,18971,1977-07-17 08:37:54.775635800,0.031321833895497676,238.12887435148298,15507.640338244957,0.0,0.6536530099416459,0.9999844424416471,True
2479,3.56143956650746,2479,0,True,26.66605597384537,124.620629909554,4.0,3,0,1977-07-17 18:12:04.241588000,0.0005217107918646082,1960.766576337449,15507.241617574213,0.0,0.7155070243941658,0.9999999534795415,True
7489,0.1891660055982845,2479,1,False,26.692944698713834,124.61278409333556,2.6,0,2479,1977-07-17 19:36:27.150951200,2.413840761170919,36.358148364243384,15507.183019086213,0.0,0.7259780839258684,0.989939482848247,True
19834,0.4990648666604181,1327,10,False,54.29081981877937,112.98874554890747,3.1,0,19487,1977-07-18 07:25:23.278515800,0.10869819429503418,135.82112240851387,15506.690702794956,0.0,0.3249116447037621,0.9999090467131015,True
2480,1.2169472329127917,2480,0,True,45.1805661301637,100.26543784633597,3.5,2,0,1977-07-19 08:44:10.440499000,1e-08,455.90301093163635,15505.635990272003,0.0,0.9958826553215295,0.999999999996993,True
7492,0.1606270812246704,2480,1,False,45.17883940914904,100.28252614459542,2.5,0,2480,1977-07-19 08:48:39.115987000,15.082007045377264,29.114773844473962,15505.632880602003,0.0,0.035896725863926116,0.8915915192821088,True
7491,0.8138487582787425,2480,1,False,45.236006354564424,100.30118592099508,3.3,2,2480,1977-07-20 04:34:11.650627000,0.11510364995042954,263.9368388719998,15504.809587377002,0.0,0.3032416830427668,0.9999428291939454,True
11047,0.44473188998097224,2480,2,False,45.234743074235816,100.29916998414522,3.0,0,7491,1977-07-20 22:45:40.702463800,0.16279973150862476,116.13450553426797,15504.051612240002,0.0,0.07889935516025737,0.9998209921804427,True
13528,0.5017738394672431,2460,3,False,52.11245402639361,116.42868530977513,3.1,1,11044,1977-07-22 02:48:52.143787600,0.018767426649956932,136.82366899268592,15502.882729817275,0.0,0.9254346773013825,0.9999842957522975,True
15123,1.8989006119299248,2460,4,False,52.11562589115717,116.41705802983051,3.7,4,13528,1977-07-22 02:52:59.942875600,9.804397430758932,834.4127801043529,15502.879861772273,0.0,0.10942577138667431,0.9981968371580244,True
16272,0.22298182793012183,2460,5,False,52.09561369194086,116.47146054143575,2.7,0,15123,1977-07-22 02:58:04.523525200,23.312146074426146,45.46071816166081,15502.876336533274,0.0,0.1076407145711763,0.936931721933283,True
16270,16.66053828154586,2460,5,False,52.1081717363739,116.414554617615,4.8,10,15123,1977-07-22 03:23:40.139928400,7.65155962609179,15948.651943703078,15502.858563195274,0.0,0.7464977104871441,0.9998987290491451,True
17716,0.24389297440407476,2460,6,False,52.10898730597141,116.38920928386497,2.7,0,16270,1977-07-22 03:26:15.017803600,94.00290788760553,51.34798814805872,15502.856770627273,0.0,0.49918909156912794,0.7689822434591453,True
17721,0.21907663829777183,2460,6,False,52.11362287331217,116.44062962872141,2.7,0,16270,1977-07-22 06:02:50.875070800,4.915305230506108,44.382501915307756,15502.748022279275,0.0,0.08980333303609389,0.9863582776315497,True
17713,0.15355986113704984,2460,6,False,52.09670245020423,116.39232373933669,2.5,0,16270,1977-07-22 07:22:30.897096400,3.9877484716486613,27.388383628162508,15502.692697950273,0.0,0.22249066349075763,0.9701159703761989,True
17715,0.431116475615845,2460,6,False,52.11021909584857,116.41018747742596,3.0,0,16270,1977-07-23 19:49:14.527666000,0.4699530266670382,111.33102915266392,15501.174137411273,0.0,0.05445171622302014,0.9994833464365642,True
17718,0.5915279622948296,2460,6,False,52.11950488616833,116.42969427412106,3.1,1,16270,1977-07-24 05:07:29.266209999,0.521059206937273,171.10051292941415,15500.786466826272,0.0,0.31815281406193396,0.9995640785720137,True
17717,0.150752189271648,2460,6,False,52.12677576055661,116.39261819362967,2.5,0,16270,1977-07-25 14:37:54.145234000,0.32487745860149436,26.710318629137973,15499.390345541275,0.0,0.47831897692979475,0.9975313138775376,True
19489,0.8053484100056874,1327,9,False,54.28837228208016,113.01121893429291,3.3,2,18971,1977-07-26 12:42:27.126781400,0.044607810040882254,260.19878984397974,15498.470519365956,0.0,0.8399995168094694,0.9999778433689371,True
14727,0.6614575247482452,1767,4,False,35.26217077668076,115.42300448090907,3.2,0,12886,1977-07-27 22:40:27.495546000,0.02455225206111154,199.14803814181025,15497.055237320068,0.0,0.9922485671657407,0.9999842229800029,True
19838,0.22566319452151873,1327,10,False,54.28888383089817,113.01378916011589,2.7,0,19489,1977-07-28 03:57:58.700653400,0.0898924662946174,46.2049761423584,15496.834737260957,0.0,0.285853926874575,0.9997488306142489,True
17719,0.2634462135992686,2460,6,False,52.0920444827508,116.40612904448166,2.7,0,16270,1977-07-29 09:20:57.587746000,0.16676540851805624,57.019587324543565,15495.610444586273,0.0,0.9396804134984363,0.9995340892459836,True
9963,0.16706387838083267,1538,2,False,21.98978229089641,100.8481211559519,2.5,1,6331,1977-07-31 19:35:04.347102199,7.273158793799888e-05,30.711074520689937,15493.183977464094,0.0,0.7814828467844828,0.9999994466424159,True
18581,0.2586430114303589,2460,7,False,52.13109301991578,116.41937226997466,2.7,0,17718,1977-08-03 23:35:30.827937999,0.10661311924772902,55.61190929988366,15490.017004306272,0.0,0.9138499518190708,0.999702118239586,True
11005,0.6112736791711904,2412,2,False,22.27703777790368,124.86252861884122,3.2,1,7396,1977-08-05 11:04:13.233155000,0.0005125357197660823,178.90581104625167,15488.538735727372,0.0,0.5410799789130877,0.9999996706473713,True
7490,0.37807904296506295,2479,1,False,26.658699111655082,124.61419891003355,2.9,0,2479,1977-08-09 13:14:37.994996000,0.011652695543037774,93.14594732871092,15484.448171354214,0.0,0.6654397411108547,0.9999829372823105,True
16264,0.14912104454007413,2437,5,False,49.207329921765464,110.09736383512914,2.5,0,15117,1977-08-09 23:21:16.378795200,0.03241890432224275,26.318459030212832,15484.026893763943,0.0,0.400067629517452,0.9997533803417779,True
11048,0.18651931556484813,2480,2,False,45.22982764660678,100.30229623690036,2.6,0,7491,1977-08-11 10:17:01.081103800,0.012475681426319008,35.66880511626403,15482.571515265001,0.0,0.24684571030877778,0.9999477413189835,True
6738,0.19862232819687192,1767,1,False,35.398826774383714,115.7746418626298,2.6,0,1767,1977-08-12 01:56:39.280150800,0.00670830960605273,38.84919997550525,15481.91898981307,0.0,0.9701819730670254,0.9999718995993402,True
17374,0.25247188305710927,1977,6,False,23.795105235842712,118.10108415129162,2.7,0,16118,1977-08-17 00:58:56.258551000,0.01244633430624898,53.81705911404265,15476.959071081585,0.0,0.005408092659705321,0.9999652198169512,True
2481,0.2648399933763926,2481,0,True,39.373538881919856,105.55983324094684,2.7,0,0,1977-08-18 19:03:58.671676000,0.0005166186622812751,57.42979633301349,15475.205570929676,0.0,0.5390828293840593,0.9999985563306671,True
16263,14.530161310525099,2437,5,False,49.201958997924315,110.15041105581011,4.7,17,15112,1977-08-21 14:44:38.758276800,0.03423413005043202,13243.486220221921,15472.385662519944,0.0,0.42791256575784176,0.9999994253506075,True
17705,0.1979809622117976,2437,6,False,49.19204231534477,110.16978619552776,2.6,1,16263,1977-08-21 14:46:51.190123200,87.28013612189203,38.678875917285445,15472.384129743943,0.0,0.19804773989155966,0.6937716467312276,True
17707,0.21842250061935753,2437,6,False,49.202162684298955,110.1394211422278,2.7,0,16263,1977-08-21 14:49:13.221614400,65.74563789893494,44.2025651505393,15472.382485860946,0.0,0.8110943016847726,0.8321657999727212,True
17698,2.823478881039659,2437,6,False,49.15946416994705,110.14411087761482,3.9,5,16263,1977-08-21 14:54:34.373265600,42.2037926650899,1430.3120802995124,15472.378768827944,0.0,0.333505167841909,0.9952246974666187,True
18566,0.27522238284763895,2437,7,False,49.145066139684225,110.14924434972778,2.8,1,17698,1977-08-21 15:00:00.156648000,50.036543252668814,60.509685355115074,15472.374998186946,0.0,0.4176701689032851,0.9052519502382071,True
17699,1.3921951490874844,2437,6,False,49.19709265210892,110.17512247303253,3.6,3,16263,1977-08-21 15:42:21.896212800,13.576643824213841,547.3295195570661,15472.345579904944,0.0,0.6835383498724693,0.9968141524591793,True
18570,0.3887992411940849,2437,7,False,49.19765276566529,110.1776407055224,2.9,1,17699,1977-08-21 15:49:04.929489600,24.504647367212076,96.75207075988281,15472.340915167944,0.0,0.5721626347538036,0.964754340880509,True
17700,0.1985435598882695,2437,6,False,49.19669605562725,110.16534856487127,2.6,1,16263,1977-08-21 16:08:42.170443200,16.15831114759071,38.828271270635625,15472.327289693943,0.0,0.40255073011550724,0.9345534939106972,True
18572,0.14741810708855668,2437,7,False,49.176133308445586,110.18724032069558,2.5,0,17699,1977-08-21 17:38:48.345796800,6.8292173638448,25.91098892179991,15472.264718219943,0.0,0.7547740710050519,0.9493685773635208,True
17703,0.3176753103809403,2437,6,False,49.17664227556986,110.20194058592419,2.8,0,16263,1977-08-21 17:44:47.218392000,10.499959586866527,73.52933260345192,15472.260564601944,0.0,0.15050613245648103,0.9793281850591185,True
18571,0.22742448245571042,2437,7,False,49.20210975353439,110.17224121482614,2.7,0,17699,1977-08-21 19:33:12.292881600,4.860282437351119,46.69558149358159,15472.185274387944,0.0,0.6621303786402764,0.9865099507685953,True
13546,0.15355719781585211,2472,3,False,57.53379394692547,115.9212641254322,2.5,0,11045,1977-08-23 05:42:21.496141200,0.003088536283002937,27.387738303017837,15470.762251202068,0.0,0.14076426630512706,0.9999765020204122,True
18573,0.6532160302237219,2437,7,False,49.23403497259797,110.16145391468298,3.2,1,17700,1977-08-23 07:35:25.221960000,0.5707418343390201,195.7846728088963,15470.683735856945,0.0,0.7072396957654248,0.9996333116290579,True
19191,0.23072100001301662,2437,8,False,49.23907785952853,110.11630206540462,2.7,0,18573,1977-08-23 07:41:08.424360000,9.639923120808236,47.6174844559387,15470.679763606946,0.0,0.07158316749531002,0.9734212189025194,True
18928,0.2153943548891078,1072,8,False,47.40509045212865,107.41594705052312,2.6,0,18153,1977-08-24 12:20:09.026252599,0.0045011437551329345,43.372120535985275,15469.486006640596,0.0,0.43019234558895203,0.9999811450968887,True
19435,0.2374148849285923,1072,9,False,47.33783148033857,107.41673796184976,2.7,0,18900,1977-08-24 22:26:44.741910200,0.005190552259182836,49.504017293756306,15469.064759931594,0.0,0.48095211021891604,0.9999854953126395,True
17706,0.14825274556441662,2437,6,False,49.20438102137446,110.12873066133285,2.5,0,16263,1977-08-26 12:05:34.058952000,0.2775404005741172,26.110487260838322,15467.496133576946,0.0,0.45084184054234056,0.9978906401118924,True
18567,0.7531983753488009,2437,7,False,49.17920177204722,110.13259130826604,3.3,1,17698,1977-08-27 23:30:39.762955199,0.24675504578605367,237.57838458068608,15466.020373113945,0.0,0.3686462334005285,0.9998774432988071,True
18568,0.4836606806274228,2437,7,False,49.16195863633631,110.13743928795586,3.0,0,17698,1977-08-28 21:08:24.293736000,0.283476724254292,130.15754376307888,15465.119163266945,0.0,0.7559414603300622,0.9996883214542251,True
12706,0.17714975793843699,1538,3,False,21.987069744537756,100.84562329908807,2.5,0,9963,1977-09-01 09:47:30.955911799,0.0013542684633483578,33.25679181752414,15461.592002825097,0.0,0.8694737296755265,0.9999896964841152,True
2482,14.712093203555398,2482,0,True,57.72402696306467,101.69762815242682,4.8,16,0,1977-09-01 18:58:40.179490000,0.0003123970052705104,13469.263136484959,15461.209257181828,0.0,0.859033443910542,0.9999999958651118,True
7504,0.22892502306912887,2482,1,False,57.72163192708055,101.68166521585925,2.7,1,2482,1977-09-01 19:22:52.440283600,15.979788163375957,47.11463229224812,15461.192448607828,0.0,0.33104181998547133,0.956327468182414,True
7502,0.31574712388179055,2482,1,False,57.75395703201837,101.74087462571156,2.8,1,2482,1977-09-01 19:45:56.944296400,10.567537338698274,72.92368432745288,15461.176424255827,0.0,0.24599402320858954,0.9791965347875783,True
7508,6.406829137214037,2482,1,False,57.67931626612027,101.50842329209762,4.3,7,2482,1977-09-02 02:39:17.669362000,1.0894298075606923,4353.8521991044345,15460.889378826829,0.0,0.10199075043165762,0.9999526128074546,True
11064,0.2804423088557704,2482,2,False,57.68116598829427,101.49131450760594,2.8,1,7508,1977-09-02 05:02:05.133019600,2.898254771987637,62.07406204790206,15460.790218367829,0.0,0.9494735918918769,0.994250843859194,True
7494,0.2929586309908374,2482,1,False,57.722807841539755,101.6757168023673,2.8,0,2482,1977-09-02 06:10:59.763547600,2.3727231848824775,65.8675573420187,15460.742363847829,0.0,0.8506129213953125,0.9952908617137207,True
11059,0.3078198655109438,2482,2,False,57.68035893590647,101.51017422696361,2.8,1,7508,1977-09-02 07:50:23.251646800,1.989082210468943,70.44768654351438,15460.67334199483,0.0,0.6846898142992129,0.9960507674098192,True
7493,3.035764833903075,2482,1,False,57.70052566738176,101.71344786841419,4.0,3,2482,1977-09-02 09:13:29.951890000,1.8585638249704721,1578.345391639139,15460.61562555683,0.0,0.9140710342764461,0.9998342873473129,True
7500,0.933123459444646,2482,1,False,57.76692357425022,101.71666045236778,3.4,0,2482,1977-09-02 11:14:59.544686800,3.0613548032356763,317.82654202062275,15460.531255269829,0.0,0.6528986781051561,0.9988196796884053,True
13551,0.4189220640278945,2482,3,False,57.680581300729294,101.51015373683096,3.0,0,11059,1977-09-02 13:41:25.489234000,2.710426654604258,107.07476189298342,15460.42956609683,0.0,0.19259421777929386,0.9970238981031437,True
7488,0.4238234326251107,2479,1,False,26.664330382143618,124.62619971375733,3.0,0,2479,1977-09-02 22:33:12.247325600,0.00868626425394781,108.78024178590611,15460.060274915211,0.0,0.5490673161663052,0.9999904481354481,True
